Settlement ID,Order ID,Type,Order Date,Deposit Date,Potential Income,Potential Loss,Actual Profit
shopify_11483219755167,shopify_#3466,Order,2025-05-08T23:30:41Z,2025-05-08T23:30:42Z,60.00,2.04,57.96
shopify_11483219755167,shopify_#3466,Refund,2025-05-08T23:33:17Z,2025-05-08T23:30:42Z,-60.00,0.00,-60.00
shopify_11483215429791,shopify_#3465,Order,2025-05-08T23:23:53Z,2025-05-08T23:24:31Z,60.00,2.04,57.96
shopify_11483215429791,shopify_#3465,Order,2025-05-08T23:24:31Z,2025-05-08T23:24:31Z,60.00,2.04,57.96
shopify_11483215429791,shopify_#3465,Refund,2025-05-09T12:42:23Z,2025-05-08T23:24:31Z,-10.00,0.00,-10.00
shopify_11483211268255,shopify_#3464,Order,2025-05-08T23:18:33Z,2025-05-08T23:20:09Z,34.90,1.31,33.59
shopify_11483211268255,shopify_#3464,Order,2025-05-08T23:20:08Z,2025-05-08T23:20:09Z,34.90,1.31,33.59
shopify_11483211268255,shopify_#3464,Refund,2025-05-08T23:20:32Z,2025-05-08T23:20:09Z,-4.90,0.00,-4.90
shopify_11483165294751,shopify_#3463,Order,2025-05-08T22:30:44Z,2025-05-08T22:31:01Z,70.00,2.33,67.67
shopify_11483165294751,shopify_#3463,Order,2025-05-08T22:31:01Z,2025-05-08T22:31:01Z,70.00,2.33,67.67
shopify_11483165294751,shopify_#3463,Refund,2025-05-08T22:31:47Z,2025-05-08T22:31:01Z,-70.00,0.00,-70.00
shopify_11483160084639,shopify_#3462,Order,2025-05-08T22:27:29Z,2025-05-08T22:28:50Z,60.00,2.04,57.96
shopify_11483160084639,shopify_#3462,Order,2025-05-08T22:28:50Z,2025-05-08T22:28:50Z,60.00,2.04,57.96
shopify_11483160084639,shopify_#3462,Refund,2025-05-08T22:29:00Z,2025-05-08T22:28:50Z,-60.00,0.00,-60.00
shopify_11483157659807,shopify_#3461,Order,2025-05-08T22:24:32Z,2025-05-08T22:24:45Z,70.00,2.33,67.67
shopify_11483157659807,shopify_#3461,Order,2025-05-08T22:24:45Z,2025-05-08T22:24:45Z,70.00,2.33,67.67
shopify_11483157659807,shopify_#3461,Refund,2025-05-08T22:25:09Z,2025-05-08T22:24:45Z,-70.00,0.00,-70.00
shopify_11483155103903,shopify_#3460,Order,2025-05-08T22:21:50Z,2025-05-08T22:22:17Z,60.00,2.04,57.96
shopify_11483155103903,shopify_#3460,Order,2025-05-08T22:22:17Z,2025-05-08T22:22:17Z,60.00,2.04,57.96
shopify_11483155103903,shopify_#3460,Refund,2025-05-08T22:22:30Z,2025-05-08T22:22:17Z,-10.00,0.00,-10.00
shopify_11483152154783,shopify_#3459,Order,2025-05-08T22:18:27Z,2025-05-08T22:19:35Z,34.90,1.31,33.59
shopify_11483152154783,shopify_#3459,Order,2025-05-08T22:19:35Z,2025-05-08T22:19:35Z,34.90,1.31,33.59
shopify_11483152154783,shopify_#3459,Refund,2025-05-08T22:20:16Z,2025-05-08T22:19:35Z,-4.90,0.00,-4.90
shopify_11483145076895,shopify_#3458,Order,2025-05-08T22:12:30Z,2025-05-08T22:13:29Z,50.00,1.75,48.25
shopify_11483145076895,shopify_#3458,Order,2025-05-08T22:13:29Z,2025-05-08T22:13:29Z,50.00,1.75,48.25
shopify_11483145076895,shopify_#3458,Refund,2025-05-08T22:14:26Z,2025-05-08T22:13:29Z,-10.00,0.00,-10.00
shopify_11482760675487,shopify_#3457,Order,2025-05-08T16:55:06Z,2025-05-08T17:13:22Z,34.90,1.31,33.59
shopify_11482760675487,shopify_#3457,Order,2025-05-08T17:13:11Z,2025-05-08T17:13:22Z,0.00,0.30,-0.30
shopify_11482760675487,shopify_#3457,Order,2025-05-08T17:13:11Z,2025-05-08T17:13:22Z,44.90,1.60,43.30
shopify_11482760675487,shopify_#3457,Order,2025-05-08T17:13:22Z,2025-05-08T17:13:22Z,44.90,1.60,43.30
shopify_11482735837343,shopify_#3456,Order,2025-05-08T16:33:08Z,2025-05-08T16:33:55Z,48.55,1.71,46.84
shopify_11482735837343,shopify_#3456,Order,2025-05-08T16:33:48Z,2025-05-08T16:33:55Z,0.00,0.30,-0.30
shopify_11482735837343,shopify_#3456,Order,2025-05-08T16:33:48Z,2025-05-08T16:33:55Z,44.23,1.58,42.65
shopify_11482735837343,shopify_#3456,Order,2025-05-08T16:33:55Z,2025-05-08T16:33:55Z,44.23,1.58,42.65
shopify_11482700546207,shopify_#3455,Order,2025-05-08T16:03:44Z,2025-05-08T16:04:42Z,1.00,0.33,0.67
shopify_11482700546207,shopify_#3455,Order,2025-05-08T16:03:44Z,2025-05-08T16:04:42Z,37.38,1.38,36.00
shopify_11482700546207,shopify_#3455,Order,2025-05-08T16:04:42Z,2025-05-08T16:04:42Z,37.38,1.38,36.00
shopify_11482637041823,shopify_#3454,Order,2025-05-08T15:02:08Z,,26.93,1.08,25.85
shopify_11482631930015,shopify_#3453,Order,2025-05-08T14:58:56Z,2025-05-08T14:59:28Z,21.52,0.92,20.60
shopify_11482631930015,shopify_#3453,Order,2025-05-08T14:59:28Z,2025-05-08T14:59:28Z,21.52,0.92,20.60
shopify_11482629374111,shopify_#3452,Order,2025-05-08T14:55:21Z,2025-05-08T14:56:21Z,131.39,4.11,127.28
shopify_11482629374111,shopify_#3452,Order,2025-05-08T14:56:21Z,2025-05-08T14:56:21Z,131.39,4.11,127.28
shopify_11482459308191,shopify_#3451,Order,2025-05-08T11:59:17Z,2025-05-08T12:00:06Z,99.14,3.18,95.96
shopify_11482459308191,shopify_#3451,Order,2025-05-08T12:00:06Z,2025-05-08T12:00:06Z,99.14,3.18,95.96
shopify_11482445185183,shopify_#3450,Order,2025-05-08T11:46:51Z,2025-05-08T11:47:07Z,54.08,1.87,52.21
shopify_11482445185183,shopify_#3450,Order,2025-05-08T11:47:07Z,2025-05-08T11:47:07Z,54.08,1.87,52.21
shopify_11482441220255,shopify_#3449,Order,2025-05-08T11:44:34Z,2025-05-08T11:44:49Z,16.13,0.77,15.36
shopify_11482441220255,shopify_#3449,Order,2025-05-08T11:44:48Z,2025-05-08T11:44:49Z,16.13,0.77,15.36
shopify_11481535447199,shopify_#3448,Order,2025-05-07T19:37:35Z,2025-05-07T19:37:57Z,21.13,0.91,20.22
shopify_11481535447199,shopify_#3448,Order,2025-05-07T19:37:57Z,2025-05-07T19:37:57Z,21.13,0.91,20.22
shopify_11481529778335,shopify_#3447,Order,2025-05-07T19:35:02Z,2025-05-07T19:35:18Z,17.13,0.80,16.33
shopify_11481529778335,shopify_#3447,Order,2025-05-07T19:35:18Z,2025-05-07T19:35:18Z,17.13,0.80,16.33
shopify_11481518080159,shopify_#3446,Order,2025-05-07T19:26:49Z,2025-05-07T19:27:11Z,29.90,1.17,28.73
shopify_11481518080159,shopify_#3446,Order,2025-05-07T19:27:11Z,2025-05-07T19:27:11Z,29.90,1.17,28.73
shopify_11481513918623,shopify_#3445,Order,2025-05-07T19:23:12Z,2025-05-07T19:25:35Z,20.00,0.88,19.12
shopify_11481513918623,shopify_#3445,Order,2025-05-07T19:25:35Z,2025-05-07T19:25:35Z,20.00,0.88,19.12
shopify_11481508970655,shopify_#3444,Order,2025-05-07T19:18:09Z,2025-05-07T19:18:50Z,33.80,1.28,32.52
shopify_11481508970655,shopify_#3444,Order,2025-05-07T19:18:50Z,2025-05-07T19:18:50Z,33.80,1.28,32.52
shopify_11481506513055,shopify_#3443,Order,2025-05-07T19:15:56Z,2025-05-07T19:16:34Z,19.90,0.88,19.02
shopify_11481506513055,shopify_#3443,Order,2025-05-07T19:16:34Z,2025-05-07T19:16:34Z,19.90,0.88,19.02
shopify_11481406308511,shopify_#3442,Order,2025-05-07T18:02:53Z,,250.00,7.55,242.45
shopify_11481403621535,shopify_#3441,Order,2025-05-07T18:00:41Z,2025-05-07T18:01:12Z,300.00,9.00,291.00
shopify_11481403621535,shopify_#3441,Order,2025-05-07T18:01:11Z,2025-05-07T18:01:12Z,300.00,9.00,291.00
shopify_11481401327775,shopify_#3440,Order,2025-05-07T17:59:33Z,2025-05-07T18:38:12Z,200.00,6.10,193.90
shopify_11481401327775,shopify_#3440,Order,2025-05-07T18:38:12Z,2025-05-07T18:38:12Z,200.00,6.10,193.90
shopify_11481396347039,shopify_#3439,Order,2025-05-07T17:53:54Z,,70.00,2.33,67.67
shopify_11481390121119,shopify_#3438,Order,2025-05-07T17:47:04Z,2025-05-07T17:47:31Z,60.00,2.04,57.96
shopify_11481390121119,shopify_#3438,Order,2025-05-07T17:47:31Z,2025-05-07T17:47:31Z,60.00,2.04,57.96
shopify_11481388744863,shopify_#3437,Order,2025-05-07T17:45:39Z,2025-05-07T18:38:22Z,50.00,1.75,48.25
shopify_11481388744863,shopify_#3437,Order,2025-05-07T18:38:22Z,2025-05-07T18:38:22Z,50.00,1.75,48.25
shopify_11481383764127,shopify_#3436,Order,2025-05-07T17:43:04Z,,14.90,0.73,14.17
shopify_11481382846623,shopify_#3435,Order,2025-05-07T17:42:01Z,2025-05-07T17:42:16Z,14.90,0.73,14.17
shopify_11481382846623,shopify_#3435,Order,2025-05-07T17:42:16Z,2025-05-07T17:42:16Z,14.90,0.73,14.17
shopify_11481380683935,shopify_#3434,Order,2025-05-07T17:38:58Z,2025-05-07T18:38:28Z,24.90,1.02,23.88
shopify_11481380683935,shopify_#3434,Order,2025-05-07T18:38:28Z,2025-05-07T18:38:28Z,24.90,1.02,23.88
shopify_11481332777119,shopify_#3433,Order,2025-05-07T16:55:37Z,,34.90,1.31,33.59
shopify_11481331531935,shopify_#3432,Order,2025-05-07T16:54:31Z,2025-05-07T16:54:47Z,14.90,0.73,14.17
shopify_11481331531935,shopify_#3432,Order,2025-05-07T16:54:47Z,2025-05-07T16:54:47Z,14.90,0.73,14.17
shopify_11481330286751,shopify_#3431,Order,2025-05-07T16:53:00Z,2025-05-07T16:59:36Z,24.90,1.02,23.88
shopify_11481330286751,shopify_#3431,Order,2025-05-07T16:59:36Z,2025-05-07T16:59:36Z,24.90,1.02,23.88
shopify_11481326125215,shopify_#3430,Order,2025-05-07T16:48:07Z,,100.00,3.20,96.80
shopify_11481324355743,shopify_#3429,Order,2025-05-07T16:45:58Z,2025-05-07T16:46:16Z,90.00,2.91,87.09
shopify_11481324355743,shopify_#3429,Order,2025-05-07T16:46:16Z,2025-05-07T16:46:16Z,90.00,2.91,87.09
shopify_11481320128671,shopify_#3428,Order,2025-05-07T16:43:44Z,2025-05-07T17:00:05Z,50.00,1.75,48.25
shopify_11481320128671,shopify_#3428,Order,2025-05-07T17:00:05Z,2025-05-07T17:00:05Z,50.00,1.75,48.25
shopify_11481268125855,shopify_#3427,Order,2025-05-07T15:53:13Z,,34.90,1.31,33.59
shopify_11481233817759,shopify_#3426,Order,2025-05-07T15:31:39Z,2025-05-07T15:31:58Z,24.90,1.02,23.88
shopify_11481233817759,shopify_#3426,Order,2025-05-07T15:31:58Z,2025-05-07T15:31:58Z,24.90,1.02,23.88
shopify_11481222742175,shopify_#3425,Order,2025-05-07T15:20:42Z,2025-05-07T15:26:46Z,14.90,0.73,14.17
shopify_11481222742175,shopify_#3425,Order,2025-05-07T15:26:46Z,2025-05-07T15:26:46Z,14.90,0.73,14.17
shopify_11479774167199,shopify_#3424,Order,2025-05-06T16:24:41Z,2025-05-06T16:24:42Z,50.00,1.75,48.25
shopify_11479768498335,shopify_#3423,Order,2025-05-06T16:17:11Z,2025-05-06T16:17:12Z,30.00,1.17,28.83
shopify_11479745560735,shopify_#3422,Order,2025-05-06T15:57:44Z,2025-05-06T15:57:44Z,10.00,0.59,9.41
shopify_11479714398367,shopify_#3421,Order,2025-05-06T15:31:10Z,2025-05-06T15:31:11Z,15.00,0.73,14.27
shopify_11479476240543,shopify_#3420,Order,2025-05-06T11:01:50Z,2025-05-06T11:01:51Z,1099.95,32.20,1067.75
shopify_11479476240543,shopify_#3420,Refund,2025-05-06T11:04:15Z,2025-05-06T11:01:51Z,-1099.95,0.00,-1099.95
shopify_11479446945951,shopify_#3419,Order,2025-05-06T10:26:16Z,2025-05-06T10:26:17Z,1101.95,32.26,1069.69
shopify_11479446945951,shopify_#3419,Refund,2025-05-06T10:33:38Z,2025-05-06T10:26:17Z,-10.78,0.00,-10.78
shopify_11479446945951,shopify_#3419,Refund,2025-05-06T10:33:59Z,2025-05-06T10:26:17Z,-1091.17,0.00,-1091.17
shopify_11478615031967,shopify_#3418,Order,2025-05-05T19:48:30Z,2025-05-05T19:49:13Z,10.90,0.62,10.28
shopify_11478615031967,shopify_#3418,Order,2025-05-05T19:49:13Z,2025-05-05T19:49:13Z,10.90,0.62,10.28
shopify_11478577807519,shopify_#3417,Order,2025-05-05T19:17:22Z,2025-05-05T19:17:23Z,51.47,1.79,49.68
shopify_11478577807519,shopify_#3417,Refund,2025-05-05T19:24:54Z,2025-05-05T19:17:23Z,-40.69,0.00,-40.69
shopify_11478577807519,shopify_#3417,Refund,2025-05-05T19:25:08Z,2025-05-05T19:17:23Z,-10.78,0.00,-10.78
shopify_11478448537759,shopify_#3416,Order,2025-05-05T17:43:35Z,2025-05-05T17:43:36Z,6.44,0.49,5.95
shopify_11478447227039,shopify_#3415,Order,2025-05-05T17:42:03Z,2025-05-05T17:42:04Z,17.33,0.80,16.53
shopify_11478447227039,shopify_#3415,Refund,2025-05-05T17:49:00Z,2025-05-05T17:42:04Z,-17.33,0.00,-17.33
shopify_11459190685855,shopify_#3414,Order,2025-04-22T18:49:44Z,2025-04-22T18:49:45Z,4000.00,116.30,3883.70
shopify_11459167977631,shopify_#3413,Order,2025-04-22T18:30:46Z,2025-04-22T18:30:47Z,1000.00,29.30,970.70
shopify_11459155591327,shopify_#3412,Order,2025-04-22T18:18:44Z,2025-04-22T18:18:45Z,1000.00,29.30,970.70
shopify_11459147169951,shopify_#3411,Order,2025-04-22T18:10:23Z,2025-04-22T18:10:23Z,1000.00,29.30,970.70
shopify_11459136127135,shopify_#3410,Order,2025-04-22T17:59:41Z,2025-04-22T17:59:42Z,1003.00,29.39,973.61
shopify_11459136127135,shopify_#3410,Refund,2025-04-22T17:59:55Z,2025-04-22T17:59:42Z,-3.00,0.00,-3.00
shopify_11459134128287,shopify_#3409,Order,2025-04-22T17:56:59Z,2025-04-22T17:56:59Z,10000.00,290.30,9709.70
shopify_11459134128287,shopify_#3409,Refund,2025-04-22T17:57:59Z,2025-04-22T17:56:59Z,-10000.00,0.00,-10000.00
shopify_11459131244703,shopify_#3408,Order,2025-04-22T17:53:04Z,2025-04-22T17:53:05Z,7000.00,203.30,6796.70
shopify_11459131244703,shopify_#3408,Refund,2025-04-22T17:53:17Z,2025-04-22T17:53:05Z,-7000.00,0.00,-7000.00
shopify_11459129606303,shopify_#3407,Order,2025-04-22T17:50:42Z,2025-04-22T17:50:43Z,5000.00,145.30,4854.70
shopify_11459129606303,shopify_#3407,Refund,2025-04-22T17:51:04Z,2025-04-22T17:50:43Z,-5000.00,0.00,-5000.00
shopify_11459124363423,shopify_#3406,Order,2025-04-22T17:46:37Z,2025-04-22T17:46:37Z,3000.00,87.30,2912.70
shopify_11459124363423,shopify_#3406,Refund,2025-04-22T17:47:18Z,2025-04-22T17:46:37Z,-2000.00,0.00,-2000.00
shopify_11459122659487,shopify_#3405,Order,2025-04-22T17:44:07Z,2025-04-22T17:44:07Z,2000.00,58.30,1941.70
shopify_11459122659487,shopify_#3405,Refund,2025-04-22T17:44:48Z,2025-04-22T17:44:07Z,-1.00,0.00,-1.00
shopify_11459119644831,shopify_#3404,Order,2025-04-22T17:39:42Z,2025-04-22T17:39:42Z,2000.00,58.30,1941.70
shopify_11459119644831,shopify_#3404,Refund,2025-04-22T17:40:39Z,2025-04-22T17:39:42Z,-1000.00,0.00,-1000.00
shopify_11459038707871,shopify_#3403,Order,2025-04-22T16:18:15Z,2025-04-22T16:18:16Z,119.81,3.77,116.04
shopify_11459031367839,shopify_#3402,Order,2025-04-22T16:12:24Z,2025-04-22T16:12:25Z,10.00,0.59,9.41
shopify_11459029729439,shopify_#3401,Order,2025-04-22T16:10:01Z,2025-04-22T16:10:01Z,109.88,3.49,106.39
shopify_11459017867423,shopify_#3400,Order,2025-04-22T16:03:18Z,2025-04-22T16:03:18Z,13.09,0.68,12.41
shopify_11458965504159,shopify_#3398,Order,2025-04-22T15:18:44Z,2025-04-22T15:18:45Z,20.00,0.88,19.12
shopify_11458943385759,shopify_#3397,Order,2025-04-22T14:53:54Z,2025-04-22T14:53:55Z,30.00,1.17,28.83
shopify_11458929819807,shopify_#3396,Order,2025-04-22T14:38:28Z,2025-04-22T14:38:28Z,12.00,0.65,11.35
shopify_11458890694815,shopify_#3394,Order,2025-04-22T13:48:49Z,2025-04-22T13:48:50Z,0.10,0.30,-0.20
shopify_11458826174623,shopify_#3392,Order,2025-04-22T12:45:21Z,2025-04-22T12:45:22Z,1.00,0.33,0.67
shopify_11453886202015,shopify_#3391,Order,2025-04-18T16:44:34Z,2025-04-18T16:44:34Z,109.88,3.49,106.39
shopify_11452564570271,shopify_#3390,Order,2025-04-17T17:35:57Z,2025-04-17T17:41:29Z,5.90,0.47,5.43
shopify_11452564570271,shopify_#3390,Order,2025-04-17T17:41:29Z,2025-04-17T17:41:29Z,5.90,0.47,5.43
shopify_11452563849375,shopify_#3389,Order,2025-04-17T17:35:05Z,2025-04-17T17:41:39Z,5.90,0.47,5.43
shopify_11452563849375,shopify_#3389,Order,2025-04-17T17:41:37Z,2025-04-17T17:41:39Z,5.90,0.47,5.43
shopify_11452560572575,shopify_#3388,Order,2025-04-17T17:33:59Z,2025-04-17T17:33:59Z,49.95,1.75,48.20
shopify_11452476358815,shopify_#3387,Order,2025-04-17T16:17:43Z,2025-04-17T16:30:05Z,10.90,0.62,10.28
shopify_11452476358815,shopify_#3387,Order,2025-04-17T16:30:05Z,2025-04-17T16:30:05Z,10.90,0.62,10.28
shopify_11452475408543,shopify_#3386,Order,2025-04-17T16:16:31Z,2025-04-17T16:30:00Z,5.90,0.47,5.43
shopify_11452475408543,shopify_#3386,Order,2025-04-17T16:30:00Z,2025-04-17T16:30:00Z,5.90,0.47,5.43
shopify_11452473868447,shopify_#3385,Order,2025-04-17T16:15:08Z,2025-04-17T16:29:55Z,10.90,0.62,10.28
shopify_11452473868447,shopify_#3385,Order,2025-04-17T16:29:54Z,2025-04-17T16:29:55Z,10.90,0.62,10.28
shopify_11452471836831,shopify_#3384,Order,2025-04-17T16:13:48Z,2025-04-17T16:29:23Z,5.90,0.47,5.43
shopify_11452471836831,shopify_#3384,Order,2025-04-17T16:29:22Z,2025-04-17T16:29:23Z,5.90,0.47,5.43
shopify_11452469837983,shopify_#3383,Order,2025-04-17T16:12:47Z,2025-04-17T16:12:49Z,164.82,5.08,159.74
shopify_11452468068511,shopify_#3382,Order,2025-04-17T16:11:20Z,2025-04-17T16:11:21Z,54.88,1.89,52.99
shopify_11452381757599,shopify_#3381,Order,2025-04-17T14:55:29Z,2025-04-17T14:59:46Z,5.90,0.47,5.43
shopify_11452381757599,shopify_#3381,Order,2025-04-17T14:59:45Z,2025-04-17T14:59:46Z,5.90,0.47,5.43
shopify_11452381200543,shopify_#3380,Order,2025-04-17T14:54:31Z,2025-04-17T14:58:38Z,10.90,0.62,10.28
shopify_11452381200543,shopify_#3380,Order,2025-04-17T14:58:38Z,2025-04-17T14:58:38Z,10.90,0.62,10.28
shopify_11452298592415,shopify_#3379,Order,2025-04-17T13:29:04Z,2025-04-17T13:38:00Z,5.90,0.47,5.43
shopify_11452298592415,shopify_#3379,Order,2025-04-17T13:38:00Z,2025-04-17T13:38:00Z,5.90,0.47,5.43
shopify_11452279685279,shopify_#3378,Order,2025-04-17T13:06:17Z,2025-04-17T13:06:18Z,3.00,0.39,2.61
shopify_11452279226527,shopify_#3377,Order,2025-04-17T13:05:43Z,,9.90,0.59,9.31
shopify_11452275294367,shopify_#3376,Order,2025-04-17T13:04:36Z,2025-04-17T13:12:00Z,8.90,0.56,8.34
shopify_11452275294367,shopify_#3376,Order,2025-04-17T13:11:59Z,2025-04-17T13:12:00Z,8.90,0.56,8.34
shopify_11452274475167,shopify_#3375,Order,2025-04-17T13:03:23Z,2025-04-17T13:12:40Z,8.90,0.56,8.34
shopify_11452274475167,shopify_#3375,Order,2025-04-17T13:12:39Z,2025-04-17T13:12:40Z,8.90,0.56,8.34
shopify_11452266217631,shopify_#3374,Order,2025-04-17T12:51:32Z,2025-04-17T12:55:13Z,5.90,0.47,5.43
shopify_11452266217631,shopify_#3374,Order,2025-04-17T12:55:13Z,2025-04-17T12:55:13Z,5.90,0.47,5.43
shopify_11452258320543,shopify_#3373,Order,2025-04-17T12:44:10Z,2025-04-17T12:44:11Z,3.00,0.39,2.61
shopify_11452238495903,shopify_#3372,Order,2025-04-17T12:19:23Z,2025-04-17T12:23:42Z,10.90,0.62,10.28
shopify_11452238495903,shopify_#3372,Order,2025-04-17T12:23:41Z,2025-04-17T12:23:42Z,10.90,0.62,10.28
shopify_11452234563743,shopify_#3371,Order,2025-04-17T12:17:55Z,2025-04-17T12:23:08Z,5.90,0.47,5.43
shopify_11452234563743,shopify_#3371,Order,2025-04-17T12:23:08Z,2025-04-17T12:23:08Z,5.90,0.47,5.43
shopify_11452214673567,shopify_#3370,Order,2025-04-17T11:52:08Z,2025-04-17T11:59:10Z,5.90,0.47,5.43
shopify_11452214673567,shopify_#3370,Order,2025-04-17T11:59:09Z,2025-04-17T11:59:10Z,5.90,0.47,5.43
shopify_11452214378655,shopify_#3369,Order,2025-04-17T11:51:12Z,2025-04-17T11:59:29Z,8.90,0.56,8.34
shopify_11452214378655,shopify_#3369,Order,2025-04-17T11:59:28Z,2025-04-17T11:59:29Z,8.90,0.56,8.34
shopify_11452164014239,shopify_#3368,Order,2025-04-17T11:00:28Z,2025-04-17T11:16:20Z,5.90,0.47,5.43
shopify_11452164014239,shopify_#3368,Order,2025-04-17T11:16:19Z,2025-04-17T11:16:20Z,5.90,0.47,5.43
shopify_11452163162271,shopify_#3367,Order,2025-04-17T10:58:53Z,2025-04-17T10:58:53Z,5.00,0.45,4.55
shopify_11451233861791,shopify_#3366,Order,2025-04-16T17:29:31Z,2025-04-16T17:29:32Z,163.55,5.04,158.51
shopify_11451203551391,shopify_#3365,Order,2025-04-16T16:57:58Z,2025-04-16T16:57:59Z,13.19,0.68,12.51
shopify_11451179827359,shopify_#3364,Order,2025-04-16T16:37:08Z,2025-04-16T16:37:09Z,19.90,0.88,19.02
shopify_11451173732511,shopify_#3363,Order,2025-04-16T16:31:15Z,,21.90,0.94,20.96
shopify_11451146764447,shopify_#3362,Order,2025-04-16T16:13:45Z,,35.90,1.34,34.56
shopify_11451144175775,shopify_#3361,Order,2025-04-16T16:12:01Z,,9.90,0.59,9.31
shopify_11451131953311,shopify_#3360,Order,2025-04-16T16:04:45Z,,5.90,0.47,5.43
shopify_11451127726239,shopify_#3359,Order,2025-04-16T16:02:39Z,2025-04-16T18:25:09Z,100.00,3.20,96.80
shopify_11451127726239,shopify_#3359,Order,2025-04-16T18:25:08Z,2025-04-16T18:25:09Z,100.00,3.20,96.80
shopify_11451126284447,shopify_#3358,Order,2025-04-16T16:00:40Z,2025-04-16T18:24:21Z,5.90,0.47,5.43
shopify_11451126284447,shopify_#3358,Order,2025-04-16T18:24:21Z,2025-04-16T18:24:21Z,5.90,0.47,5.43
shopify_11450989215903,shopify_#3356,Order,2025-04-16T13:35:26Z,2025-04-16T13:37:36Z,500.00,14.80,485.20
shopify_11450989215903,shopify_#3356,Order,2025-04-16T13:37:36Z,2025-04-16T13:37:36Z,598.75,17.66,581.09
shopify_11448978210975,shopify_#3355,Order,2025-04-15T10:23:53Z,2025-04-15T10:39:41Z,91.79,2.96,88.83
shopify_11448978210975,shopify_#3355,Order,2025-04-15T10:39:40Z,2025-04-15T10:39:41Z,91.79,2.96,88.83
shopify_11448102650015,shopify_#3354,Order,2025-04-14T19:21:39Z,2025-04-14T19:21:40Z,164.82,5.08,159.74
shopify_11447981768863,shopify_#3353,Order,2025-04-14T17:55:07Z,2025-04-14T17:55:09Z,3.00,0.39,2.61
shopify_11447914823839,shopify_#3352,Order,2025-04-14T16:45:49Z,2025-04-14T16:48:30Z,91.79,2.96,88.83
shopify_11447914823839,shopify_#3352,Order,2025-04-14T16:48:28Z,2025-04-14T16:48:30Z,91.79,2.96,88.83
