Settlement ID,Order ID,Type,Order Date,Deposit Date,Potential Income,Potential Loss,Actual Profit
shopify_11447880581279,shopify_#3351,Order,2025-04-14T16:13:33Z,2025-04-14T16:18:00Z,8.90,0.56,8.34
shopify_11447880581279,shopify_#3351,Order,2025-04-14T16:17:59Z,2025-04-14T16:18:00Z,8.90,0.56,8.34
shopify_11447816683679,shopify_#3350,Order,2025-04-14T15:05:57Z,2025-04-14T15:09:48Z,5.90,0.47,5.43
shopify_11447816683679,shopify_#3350,Order,2025-04-14T15:09:46Z,2025-04-14T15:09:48Z,5.90,0.47,5.43
shopify_11447768449183,shopify_#3349,Order,2025-04-14T14:20:43Z,2025-04-14T14:28:58Z,5.90,0.47,5.43
shopify_11447768449183,shopify_#3349,Order,2025-04-14T14:28:57Z,2025-04-14T14:28:58Z,5.90,0.47,5.43
shopify_11447706288287,shopify_#3348,Order,2025-04-14T13:13:24Z,2025-04-14T13:15:42Z,9.77,0.58,9.19
shopify_11447706288287,shopify_#3348,Order,2025-04-14T13:15:41Z,2025-04-14T13:15:42Z,9.77,0.58,9.19
shopify_11447688233119,shopify_#3347,Order,2025-04-14T12:47:43Z,2025-04-14T13:06:25Z,58.29,1.99,56.30
shopify_11447688233119,shopify_#3347,Order,2025-04-14T13:06:25Z,2025-04-14T13:06:25Z,58.29,1.99,56.30
shopify_11447686955167,shopify_#3346,Order,2025-04-14T12:45:36Z,2025-04-14T12:45:36Z,4.00,0.42,3.58
shopify_11432954495135,shopify_#3345,Order,2025-04-03T14:49:47Z,2025-04-03T14:51:03Z,155.00,4.79,150.21
shopify_11432954495135,shopify_#3345,Order,2025-04-03T14:51:03Z,2025-04-03T14:51:03Z,176.73,5.43,171.30
shopify_11432772272287,shopify_#3344,Order,2025-04-03T11:59:02Z,2025-04-03T12:13:54Z,12.50,0.66,11.84
shopify_11432772272287,shopify_#3344,Order,2025-04-03T12:13:53Z,2025-04-03T12:13:54Z,12.50,0.66,11.84
shopify_11431546978463,shopify_#3342,Order,2025-04-17T10:44:54Z,2025-04-17T10:44:54Z,215.47,6.55,208.92
shopify_11431544586399,shopify_#3341,Order,2025-04-17T10:45:48Z,2025-04-17T10:45:49Z,100.95,3.23,97.72
shopify_11423307432095,shopify_#3340,Order,2025-03-27T13:36:38Z,2025-03-27T13:36:39Z,250.63,7.57,243.06
shopify_11423290130591,shopify_#3339,Order,2025-03-27T13:17:17Z,2025-03-27T13:17:37Z,118.44,3.73,114.71
shopify_11423290130591,shopify_#3339,Order,2025-03-27T13:17:37Z,2025-03-27T13:17:37Z,118.44,3.73,114.71
shopify_11423265882271,shopify_#3338,Order,2025-03-27T13:11:04Z,2025-03-27T13:11:06Z,118.44,3.73,114.71
shopify_11423257067679,shopify_#3337,Order,2025-03-27T12:53:03Z,2025-03-27T12:53:03Z,120.00,3.78,116.22
shopify_11423204442271,shopify_#3336,Order,2025-03-27T11:53:47Z,2025-03-27T11:53:47Z,240.63,7.28,233.35
shopify_11423201951903,shopify_#3335,Order,2025-03-27T11:50:09Z,2025-03-27T11:50:10Z,122.38,3.85,118.53
shopify_11418443972767,shopify_#3334,Order,2025-03-24T11:36:06Z,2025-03-25T14:30:08Z,70.68,2.35,68.33
shopify_11418443972767,shopify_#3334,Order,2025-03-25T14:30:08Z,2025-03-25T14:30:08Z,70.67,2.35,68.32
shopify_11418441220255,shopify_#3332,Order,2025-03-24T11:31:03Z,2025-03-24T11:31:04Z,36.98,1.37,35.61
shopify_11418419560607,shopify_#3331,Order,2025-03-24T11:02:39Z,2025-03-24T11:02:59Z,32.52,1.24,31.28
shopify_11418419560607,shopify_#3331,Order,2025-03-24T11:02:59Z,2025-03-24T11:02:59Z,32.52,1.24,31.28
shopify_11409075962015,shopify_#3329,Order,2025-03-17T19:50:51Z,2025-03-17T19:50:52Z,19.49,0.87,18.62
shopify_11406848622751,shopify_#3328,Order,2025-03-16T19:17:41Z,2025-03-16T19:17:42Z,53.19,1.84,51.35
shopify_11406840725663,shopify_#3327,Order,2025-03-16T19:15:51Z,2025-03-16T19:15:52Z,25.29,1.03,24.26
shopify_11398943113375,shopify_#3326,Order,2025-03-11T17:42:18Z,2025-03-11T17:42:19Z,109.38,3.47,105.91
shopify_11398943113375,shopify_#3326,Refund,2025-03-11T17:42:45Z,2025-03-11T17:42:19Z,-109.38,0.00,-109.38
shopify_11398862373023,shopify_#3325,Order,2025-03-26T10:35:10Z,2025-04-02T16:16:12Z,54.70,1.89,52.81
shopify_11398862373023,shopify_#3325,Order,2025-04-02T16:16:11Z,2025-04-02T16:16:12Z,54.70,1.89,52.81
shopify_11397199265951,shopify_#3324,Order,2025-03-10T13:30:30Z,2025-03-10T13:30:30Z,49.21,1.73,47.48
shopify_11390322311327,shopify_#3322,Order,2025-03-05T20:39:56Z,2025-03-05T20:39:57Z,13.13,0.68,12.45
shopify_11390179672223,shopify_#3321,Order,2025-03-05T18:45:17Z,2025-03-05T18:45:18Z,202.34,6.17,196.17
shopify_11390155653279,shopify_#3320,Order,2025-03-05T18:27:25Z,2025-03-05T18:27:26Z,17.51,0.81,16.70
shopify_11390152278175,shopify_#3319,Order,2025-03-05T18:23:39Z,2025-03-05T18:23:40Z,13.13,0.68,12.45
shopify_11390126915743,shopify_#3318,Order,2025-03-05T18:02:48Z,2025-03-05T18:02:48Z,26.25,1.06,25.19
shopify_11381383168159,shopify_#3317,Order,2025-02-27T18:01:36Z,2025-02-27T18:01:37Z,54.70,1.89,52.81
shopify_11381146910879,shopify_#3316,Order,2025-02-27T13:52:01Z,2025-02-27T13:52:02Z,16.41,0.78,15.63
shopify_11381132263583,shopify_#3315,Order,2025-02-27T13:34:30Z,2025-02-27T13:34:30Z,109.38,3.47,105.91
shopify_11381128921247,shopify_#3314,Order,2025-02-27T13:27:33Z,2025-02-27T13:27:34Z,14.21,0.71,13.50
shopify_11381123121311,shopify_#3313,Order,2025-02-27T13:20:36Z,2025-02-27T13:20:37Z,1.00,0.33,0.67
shopify_11381079310495,shopify_#3312,Order,2025-02-27T12:16:11Z,2025-02-27T12:16:12Z,439.00,13.03,425.97
shopify_11377098358943,shopify_#3311,Order,2025-02-24T11:53:59Z,2025-02-24T11:53:59Z,22.96,0.97,21.99
shopify_11377098358943,shopify_#3311,Refund,2025-02-24T11:54:17Z,2025-02-24T11:53:59Z,-10.00,0.00,-10.00
shopify_11377081417887,shopify_#3310,Order,2025-02-24T11:29:34Z,2025-02-24T11:29:35Z,64.95,2.18,62.77
shopify_11377081417887,shopify_#3310,Refund,2025-02-24T11:29:43Z,2025-02-24T11:29:35Z,-15.00,0.00,-15.00
shopify_11377081417887,shopify_#3310,Refund,2025-02-24T11:40:57Z,2025-02-24T11:29:35Z,-10.00,0.00,-10.00
shopify_11377080926367,shopify_#3309,Order,2025-02-24T11:28:43Z,2025-02-24T11:28:43Z,126.95,3.98,122.97
shopify_11377080926367,shopify_#3309,Refund,2025-02-24T11:28:51Z,2025-02-24T11:28:43Z,-77.00,0.00,-77.00
shopify_11377078075551,shopify_#3308,Order,2025-02-24T11:24:04Z,2025-02-24T11:24:05Z,10.95,0.62,10.33
shopify_11377078075551,shopify_#3308,Refund,2025-02-24T11:24:20Z,2025-02-24T11:24:05Z,-10.00,0.00,-10.00
shopify_11377068769439,shopify_#3307,Order,2025-02-24T11:09:22Z,2025-02-24T11:09:23Z,218.75,6.64,212.11
shopify_11373932085407,shopify_#3306,Order,2025-02-21T21:01:52Z,2025-02-21T21:01:53Z,15.00,0.73,14.27
shopify_11373925105823,shopify_#3305,Order,2025-02-21T20:55:20Z,2025-02-21T20:55:21Z,25.00,1.03,23.98
shopify_11373730889887,shopify_#3304,Order,2025-02-21T17:56:50Z,2025-02-21T17:56:51Z,47.46,1.68,45.78
shopify_11372356108447,shopify_#3303,Order,2025-02-20T15:39:07Z,2025-02-20T15:39:08Z,54.70,1.89,52.81
shopify_11372289622175,shopify_#3302,Order,2025-02-20T14:14:54Z,2025-02-20T14:15:21Z,20.00,0.88,19.12
shopify_11372289622175,shopify_#3302,Order,2025-02-20T14:14:54Z,2025-02-20T14:15:21Z,14.90,0.73,14.17
shopify_11372289622175,shopify_#3302,Order,2025-02-20T14:15:21Z,2025-02-20T14:15:21Z,14.90,0.73,14.17
shopify_11352228921503,shopify_#3301,Order,2025-02-05T11:24:04Z,2025-02-05T11:24:05Z,141.20,4.39,136.81
shopify_11352228921503,shopify_#3301,Refund,2025-02-19T12:20:20Z,2025-02-05T11:24:05Z,-141.20,0.00,-141.20
shopify_11352227741855,shopify_#3300,Order,2025-02-05T11:22:27Z,2025-02-05T11:22:28Z,54.63,1.88,52.75
shopify_11352227741855,shopify_#3300,Refund,2025-02-18T16:38:12Z,2025-02-05T11:22:28Z,-49.95,0.00,-49.95
shopify_11352205557919,shopify_#3299,Order,2025-02-05T10:52:00Z,2025-02-05T10:52:17Z,87.62,2.84,84.78
shopify_11352205557919,shopify_#3299,Order,2025-02-05T10:52:17Z,2025-02-05T10:52:17Z,87.62,2.84,84.78
shopify_11352205557919,shopify_#3299,Refund,2025-04-16T17:59:26Z,2025-02-05T10:52:17Z,-87.62,0.00,-87.62
shopify_11352196808863,shopify_#3298,Order,2025-02-05T10:41:48Z,2025-02-05T10:41:51Z,390.00,11.61,378.39
shopify_11352182816927,shopify_#3297,Order,2025-02-05T10:28:04Z,2025-02-05T10:28:04Z,49.95,1.75,48.20
shopify_11352182816927,shopify_#3297,Refund,2025-02-18T16:41:45Z,2025-02-05T10:28:04Z,-49.95,0.00,-49.95
shopify_11352180195487,shopify_#3296,Order,2025-02-05T10:26:07Z,2025-02-05T10:26:07Z,49.95,1.75,48.20
shopify_11352180195487,shopify_#3296,Refund,2025-02-05T10:26:17Z,2025-02-05T10:26:07Z,-10.00,0.00,-10.00
shopify_11351054975135,shopify_#3295,Order,2025-02-04T17:48:13Z,2025-02-04T17:48:14Z,119.95,3.78,116.17
shopify_11351050420383,shopify_#3294,Order,2025-02-04T17:44:45Z,2025-02-04T17:44:46Z,119.95,3.78,116.17
shopify_11350983442591,shopify_#3293,Order,2025-02-04T16:41:46Z,2025-02-04T16:43:24Z,98.63,3.16,95.47
shopify_11350983442591,shopify_#3293,Order,2025-02-04T16:43:24Z,2025-02-04T16:43:24Z,98.63,3.16,95.47
shopify_11350981804191,shopify_#3292,Order,2025-02-04T16:39:51Z,2025-02-04T16:39:51Z,84.21,2.74,81.47
shopify_11350961324191,shopify_#3291,Order,2025-02-04T16:15:41Z,2025-02-04T16:15:42Z,98.76,3.16,95.60
shopify_11350955917471,shopify_#3290,Order,2025-02-04T16:08:56Z,2025-02-04T16:08:57Z,97.11,3.12,93.99
shopify_11350934388895,shopify_#3289,Order,2025-02-04T15:44:15Z,2025-02-04T15:44:15Z,14.00,0.71,13.29
shopify_11349785903263,shopify_#3288,Order,2025-02-03T17:12:38Z,2025-02-03T17:12:39Z,64.13,2.16,61.97
shopify_11349712142495,shopify_#3287,Order,2025-02-03T15:51:56Z,2025-02-03T15:51:57Z,59.45,2.02,57.43
shopify_11349712142495,shopify_#3287,Refund,2025-02-18T16:43:24Z,2025-02-03T15:51:57Z,-59.45,0.00,-59.45
shopify_11349710471327,shopify_#3286,Order,2025-02-03T15:49:52Z,2025-02-03T15:49:53Z,53.61,1.85,51.76
shopify_11349588148383,shopify_#3285,Order,2025-02-03T13:23:52Z,2025-02-03T13:23:53Z,13.50,0.69,12.81
shopify_11349581889695,shopify_#3284,Order,2025-02-03T13:15:55Z,2025-02-03T13:15:57Z,15.00,0.73,14.27
shopify_11349581889695,shopify_#3284,Refund,2025-02-03T13:16:22Z,2025-02-03T13:15:57Z,-15.00,0.00,-15.00
shopify_11347220267167,shopify_#3283,Order,2025-02-01T15:55:17Z,2025-02-01T15:55:18Z,15.00,0.73,14.27
shopify_11347211944095,shopify_#3282,Order,2025-02-01T15:44:56Z,2025-02-01T15:44:57Z,15.00,0.73,14.27
shopify_11347199361183,shopify_#3281,Order,2025-02-01T15:29:51Z,2025-02-01T15:29:52Z,49.95,1.75,48.20
shopify_11345628692639,shopify_#3280,Order,2025-01-31T12:35:18Z,2025-01-31T12:35:42Z,10.00,0.59,9.41
shopify_11345628692639,shopify_#3280,Order,2025-01-31T12:35:40Z,2025-01-31T12:35:42Z,77.10,2.54,74.56
shopify_11345628692639,shopify_#3280,Refund,2025-01-31T18:02:58Z,2025-01-31T12:35:42Z,-10.00,0.00,-10.00
shopify_11345628692639,shopify_#3280,Refund,2025-01-31T18:02:58Z,2025-01-31T12:35:42Z,-44.16,0.00,-44.16
shopify_11345585832095,shopify_#3279,Order,2025-01-31T11:40:00Z,2025-01-31T11:40:25Z,5.00,0.45,4.55
shopify_11345585832095,shopify_#3279,Order,2025-01-31T11:40:24Z,2025-01-31T11:40:25Z,44.86,1.60,43.26
shopify_11345575182495,shopify_#3278,Order,2025-01-31T11:23:36Z,2025-01-31T11:23:37Z,49.95,1.75,48.20
shopify_11344586604703,shopify_#3277,Order,2025-01-30T16:14:29Z,2025-01-30T16:14:30Z,100.79,3.22,97.57
shopify_11344540336287,shopify_#3276,Order,2025-01-30T15:32:19Z,2025-01-30T15:32:19Z,44.96,1.60,43.36
shopify_11344526213279,shopify_#3275,Order,2025-01-30T15:15:35Z,2025-01-30T15:15:36Z,103.91,3.31,100.60
shopify_11344428564639,shopify_#3274,Order,2025-01-30T13:22:47Z,2025-01-30T13:22:48Z,103.91,3.31,100.60
shopify_11344425222303,shopify_#3273,Order,2025-01-30T13:19:42Z,2025-01-30T13:19:43Z,98.45,3.16,95.29
shopify_11344411426975,shopify_#3272,Order,2025-01-30T13:01:14Z,2025-01-30T13:01:15Z,98.45,3.16,95.29
shopify_11344388096159,shopify_#3271,Order,2025-01-30T12:32:01Z,2025-01-30T12:32:02Z,14.76,0.73,14.03
shopify_11344375152799,shopify_#3270,Order,2025-01-30T12:15:24Z,2025-01-30T12:15:25Z,13.50,0.69,12.81
shopify_11332959207583,shopify_#3269,Order,2025-01-21T18:00:52Z,2025-01-21T18:00:53Z,27175.13,788.38,26386.75
shopify_11332927783071,shopify_#3268,Order,2025-01-21T17:27:58Z,2025-01-21T17:27:59Z,109.38,3.47,105.91
shopify_11317618049183,shopify_#3267,Order,2025-01-08T15:52:11Z,2025-01-08T15:52:12Z,109.38,3.47,105.91
shopify_11317591212191,shopify_#3266,Order,2025-01-08T15:19:51Z,2025-01-08T15:19:52Z,5.46,0.46,5.00
shopify_11317465874591,shopify_#3265,Order,2025-01-08T12:29:38Z,2025-01-08T12:29:38Z,70.00,2.33,67.67
shopify_11316680196255,shopify_#3264,Order,2025-01-07T19:28:57Z,2025-01-07T19:28:58Z,7.67,0.52,7.15
shopify_11316551876767,shopify_#3263,Order,2025-01-07T18:02:25Z,2025-01-07T18:02:26Z,4.38,0.43,3.95
shopify_11316327481503,shopify_#3262,Order,2025-01-07T13:47:50Z,2025-01-07T13:47:50Z,50.00,1.75,48.25
shopify_11316262731935,shopify_#3261,Order,2025-01-07T12:16:07Z,2025-01-07T12:16:08Z,75.00,2.48,72.53
shopify_11311679766687,shopify_#3260,Order,2025-01-03T15:57:30Z,2025-01-03T15:58:02Z,10.00,0.59,9.41
shopify_11311679766687,shopify_#3260,Order,2025-01-03T15:58:01Z,2025-01-03T15:58:02Z,25.90,1.05,24.85
shopify_11311668887711,shopify_#3259,Order,2025-01-03T15:46:40Z,2025-01-03T15:46:40Z,43.75,1.57,42.18
shopify_11311606595743,shopify_#3258,Order,2025-01-03T14:40:07Z,2025-01-03T14:40:08Z,2.00,0.36,1.64
shopify_11311522283679,shopify_#3257,Order,2025-01-03T12:49:07Z,2025-01-03T12:49:08Z,15.00,0.73,14.27
shopify_11310489141407,shopify_#3256,Order,2025-01-02T17:12:53Z,2025-01-02T17:12:54Z,10.00,0.59,9.41
shopify_11310465745055,shopify_#3255,Order,2025-01-02T16:51:12Z,2025-01-02T16:51:12Z,7.00,0.50,6.50
shopify_11310397030559,shopify_#3254,Order,2025-01-02T15:32:39Z,2025-01-02T15:33:02Z,10.00,0.59,9.41
shopify_11310397030559,shopify_#3254,Order,2025-01-02T15:33:01Z,2025-01-02T15:33:02Z,67.00,2.24,64.76
shopify_11310394605727,shopify_#3253,Order,2025-01-02T15:30:04Z,2025-01-02T15:30:04Z,4.00,0.42,3.58
shopify_11310392279199,shopify_#3252,Order,2025-01-02T15:27:56Z,2025-01-02T15:27:57Z,100.00,3.20,96.80
shopify_11310373109919,shopify_#3251,Order,2025-01-02T15:05:17Z,2025-01-02T15:05:17Z,54.70,1.89,52.81
shopify_11310358560927,shopify_#3250,Order,2025-01-02T14:47:51Z,2025-01-02T14:47:52Z,12.08,0.65,11.43
shopify_11310344765599,shopify_#3249,Order,2025-01-02T14:27:48Z,2025-01-02T14:27:48Z,15.00,0.73,14.27
shopify_11310342832287,shopify_#3248,Order,2025-01-02T14:24:53Z,2025-01-02T14:24:54Z,10.00,0.59,9.41
shopify_11310264516767,shopify_#3247,Order,2025-01-02T12:47:09Z,2025-01-02T12:47:09Z,77.00,2.53,74.47
shopify_11310253965471,shopify_#3246,Order,2025-01-02T12:34:44Z,2025-01-02T12:34:45Z,5.00,0.45,4.55
shopify_11306909434015,shopify_#3245,Order,2024-12-30T16:45:33Z,2024-12-30T16:45:33Z,15.00,0.73,14.27
shopify_11306881220767,shopify_#3243,Order,2024-12-30T16:12:53Z,2024-12-30T16:12:54Z,45.00,1.61,43.40
shopify_11306865819807,shopify_#3242,Order,2024-12-30T15:54:09Z,2024-12-30T15:54:09Z,100.00,3.20,96.80
shopify_11306721771679,shopify_#3241,Order,2024-12-30T13:25:07Z,2024-12-30T13:25:08Z,100.00,3.20,96.80
shopify_11306721771679,shopify_#3241,Refund,2024-12-30T13:45:24Z,2024-12-30T13:25:08Z,-100.00,0.00,-100.00
shopify_11306622386335,shopify_#3240,Order,2024-12-30T11:48:36Z,2024-12-30T11:48:37Z,100.00,3.20,96.80
shopify_11306622386335,shopify_#3240,Refund,2024-12-30T13:00:39Z,2024-12-30T11:48:37Z,-100.00,0.00,-100.00
shopify_11306608459935,shopify_#3239,Order,2024-12-30T11:34:50Z,2025-04-02T15:53:02Z,15.00,0.73,14.27
shopify_11306608459935,shopify_#3239,Order,2025-04-02T15:53:00Z,2025-04-02T15:53:02Z,5.00,0.45,4.55
shopify_11297970356383,shopify_#3238,Order,2024-12-23T13:57:18Z,2024-12-23T13:57:18Z,18.46,0.84,17.62
shopify_11297960558751,shopify_#3237,Order,2024-12-23T13:44:01Z,2024-12-23T13:44:02Z,17.38,0.80,16.58
shopify_11294490624159,shopify_#3236,Order,2024-12-20T19:02:40Z,2024-12-20T19:02:41Z,54.70,1.89,52.81
shopify_11294446387359,shopify_#3235,Order,2024-12-20T18:31:58Z,2024-12-20T18:31:58Z,15.00,0.73,14.27
shopify_11294312005791,shopify_#3233,Order,2024-12-20T16:35:12Z,2024-12-20T16:35:49Z,9.74,0.58,9.16
shopify_11294312005791,shopify_#3233,Order,2024-12-20T16:35:49Z,2024-12-20T16:35:49Z,9.74,0.58,9.16
shopify_11294307614879,shopify_#3232,Order,2024-12-20T16:30:52Z,2024-12-20T16:30:53Z,8.90,0.56,8.34
shopify_11294231724191,shopify_#3231,Order,2024-12-20T15:15:55Z,2024-12-20T15:15:56Z,71.04,2.36,68.68
shopify_11294220779679,shopify_#3230,Order,2024-12-20T15:02:48Z,2024-12-20T15:02:49Z,202.34,6.17,196.17
shopify_11294210261151,shopify_#3229,Order,2024-12-20T14:48:19Z,2024-12-20T14:48:20Z,102.02,3.26,98.76
shopify_11294205870239,shopify_#3228,Order,2024-12-20T14:43:32Z,2024-12-20T14:43:33Z,12.16,0.65,11.51
shopify_11294197776543,shopify_#3227,Order,2024-12-20T14:31:14Z,2024-12-20T14:31:15Z,52.50,1.82,50.68
shopify_11294196170911,shopify_#3226,Order,2024-12-20T14:29:36Z,2024-12-20T14:29:37Z,809.38,23.77,785.61
shopify_11294133715103,shopify_#3224,Order,2024-12-20T13:14:26Z,2024-12-20T13:14:26Z,15.77,0.76,15.01
shopify_11294123655327,shopify_#3223,Order,2024-12-20T13:03:45Z,2024-12-20T13:03:46Z,212.86,6.47,206.39
shopify_11294090494111,shopify_#3222,Order,2024-12-20T12:26:53Z,2024-12-20T12:26:54Z,207.65,6.32,201.33
shopify_11277062570143,shopify_#3220,Order,2024-12-09T14:36:47Z,2024-12-09T14:36:48Z,21.00,0.91,20.09
shopify_11277059293343,shopify_#3219,Order,2024-12-09T14:33:08Z,2024-12-09T14:33:08Z,1699.00,49.57,1649.43
shopify_11268908646559,shopify_#3218,Order,2024-12-04T14:16:48Z,2024-12-04T14:16:49Z,13.13,0.68,12.45
shopify_11267614965919,shopify_#3217,Order,2024-12-03T18:58:04Z,2024-12-03T18:58:04Z,15.00,0.73,14.27
shopify_11265414070431,shopify_#3216,Order,2024-12-02T19:28:58Z,2024-12-02T19:28:58Z,6.00,0.47,5.53
shopify_11265408991391,shopify_#3215,Order,2024-12-02T19:26:50Z,2024-12-02T19:26:50Z,9.00,0.56,8.44
shopify_11265375371423,shopify_#3214,Order,2024-12-02T19:12:39Z,2024-12-02T19:12:40Z,106.00,3.37,102.63
shopify_11265350467743,shopify_#3213,Order,2024-12-02T19:03:11Z,2024-12-02T19:03:12Z,8.00,0.53,7.47
shopify_11265345781919,shopify_#3212,Order,2024-12-02T19:01:49Z,2024-12-02T19:01:49Z,49.21,1.73,47.48
shopify_11265338638495,shopify_#3211,Order,2024-12-02T19:00:03Z,2024-12-02T19:00:03Z,12.00,0.65,11.35
shopify_11265324712095,shopify_#3210,Order,2024-12-02T18:53:46Z,2024-12-02T18:53:46Z,4.00,0.42,3.58
shopify_11265253671071,shopify_#3209,Order,2024-12-02T18:19:30Z,2024-12-02T18:19:30Z,15.00,0.73,14.27
shopify_11256098947231,shopify_#3208,Order,2024-12-03T11:14:34Z,2024-12-03T11:14:34Z,185.00,5.67,179.34
shopify_11256077385887,shopify_#3206,Order,2024-11-28T18:02:29Z,2024-11-28T18:02:29Z,185.00,5.67,179.34
shopify_11256076599455,shopify_#3205,Order,2024-11-28T18:01:46Z,2024-11-28T18:01:46Z,49.00,1.72,47.28
shopify_11256035082399,shopify_#3204,Order,2024-11-28T17:30:50Z,2024-11-28T17:30:51Z,5.00,0.45,4.55
shopify_11255961354399,shopify_#3203,Order,2024-11-28T16:33:15Z,2024-11-28T16:33:16Z,41.57,1.51,40.06
shopify_11252869693599,shopify_#3202,Order,2024-11-26T19:06:49Z,2024-11-26T19:06:50Z,385.00,11.47,373.54
shopify_11250816745631,shopify_#3200,Order,2024-11-25T13:53:42Z,2024-11-25T13:53:42Z,165.46,5.10,160.36
shopify_11247097217183,shopify_#3199,Order,2024-11-22T15:27:38Z,2024-11-22T15:27:39Z,153.00,4.74,148.26
shopify_11247089254559,shopify_#3198,Order,2024-11-22T15:17:11Z,2024-11-22T15:17:12Z,11.00,0.62,10.38
shopify_11246916206751,shopify_#3197,Order,2024-11-22T11:07:39Z,2024-11-22T11:07:39Z,77.00,2.53,74.47
shopify_11244593741983,shopify_#3196,Order,2024-11-20T17:28:55Z,2024-11-20T17:28:55Z,41.57,1.51,40.06
shopify_11244589711519,shopify_#3195,Order,2024-11-20T17:24:47Z,2024-11-20T17:24:48Z,9.00,0.56,8.44
shopify_11244589711519,shopify_#3195,Refund,2024-11-20T17:25:24Z,2024-11-20T17:24:48Z,-9.00,0.00,-9.00
shopify_11244587810975,shopify_#3194,Order,2024-11-20T17:22:49Z,2024-11-20T17:22:50Z,7.00,0.50,6.50
shopify_11244587810975,shopify_#3194,Refund,2024-11-20T17:23:07Z,2024-11-20T17:22:50Z,-3.00,0.00,-3.00
shopify_11244585877663,shopify_#3193,Order,2024-11-20T17:20:39Z,2024-11-20T17:20:39Z,15.00,0.73,14.27
shopify_11244584239263,shopify_#3192,Order,2024-11-20T17:19:02Z,2024-11-20T17:19:03Z,8.00,0.53,7.47
shopify_11244582142111,shopify_#3191,Order,2024-11-20T17:16:27Z,2024-11-20T17:16:28Z,13.84,0.70,13.14
shopify_11235585982623,shopify_#3190,Order,2024-11-13T17:39:34Z,2024-11-13T17:39:35Z,54.63,1.88,52.75
shopify_11235541385375,shopify_#3189,Order,2024-11-13T16:57:07Z,2024-11-13T16:57:07Z,49.16,1.73,47.43
